Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 4 [33280/49000 (68%)]	Train Loss: 1.426352	Val Loss: 1.577632	Val Acc: 47.29999923706055
Train Epoch: 4 [35840/49000 (73%)]	Train Loss: 1.308485	Val Loss: 1.548261	Val Acc: 48.79999923706055
Train Epoch: 4 [38400/49000 (78%)]	Train Loss: 1.345748	Val Loss: 1.569757	Val Acc: 49.29999923706055
Train Epoch: 4 [40960/49000 (83%)]	Train Loss: 1.525127	Val Loss: 1.570859	Val Acc: 46.70000076293945
Train Epoch: 4 [43520/49000 (89%)]	Train Loss: 1.383211	Val Loss: 1.550463	Val Acc: 49.29999923706055
Train Epoch: 4 [46080/49000 (94%)]	Train Loss: 1.466396	Val Loss: 1.587278	Val Acc: 47.20000076293945
Train Epoch: 4 [48640/49000 (99%)]	Train Loss: 1.371850	Val Loss: 1.583982	Val Acc: 48.5
Train Epoch: 5 [0/49000 (0%)]	Train Loss: 1.312244	Val Loss: 1.587120	Val Acc: 47.900001525878906
Train Epoch: 5 [2560/49000 (5%)]	Train Loss: 1.220837	Val Loss: 1.559615	Val Acc: 48.400001525878906
Train Epoch: 5 [5120/49000 (10%)]	Train Loss: 1.353637	Val Loss: 1.544381	Val Acc: 50.099998474121094
Train Epoch: 5 [7680/49000 (16%)]	Train Loss: 1.235363	Val Loss: 1.523770	Val Acc: 49.20000076293945
Train Epoch: 5 [10240/49000 (21%)]	Train Loss: 1.318434	Val Loss: 1.530223	Val Acc: 47.900001525878906
Train Epoch: 5 [12800/49000 (26%)]	Train Loss: 1.282690	Val Loss: 1.568720	Val Acc: 48.900001525878906
Train Epoch: 5 [15360/49000 (31%)]	Train Loss: 1.346762	Val Loss: 1.527439	Val Acc: 49.0
Train Epoch: 5 [17920/49000 (36%)]	Train Loss: 1.326403	Val Loss: 1.556570	Val Acc: 48.0
Train Epoch: 5 [20480/49000 (42%)]	Train Loss: 1.128383	Val Loss: 1.560064	Val Acc: 47.0
Train Epoch: 5 [23040/49000 (47%)]	Train Loss: 1.341548	Val Loss: 1.558686	Val Acc: 49.400001525878906
Train Epoch: 5 [25600/49000 (52%)]	Train Loss: 1.363588	Val Loss: 1.532728	Val Acc: 49.5
Train Epoch: 5 [28160/49000 (57%)]	Train Loss: 1.318914	Val Loss: 1.530448	Val Acc: 50.400001525878906
Train Epoch: 5 [30720/49000 (62%)]	Train Loss: 1.339806	Val Loss: 1.549427	Val Acc: 50.099998474121094
Train Epoch: 5 [33280/49000 (68%)]	Train Loss: 1.313329	Val Loss: 1.523041	Val Acc: 49.599998474121094
Train Epoch: 5 [35840/49000 (73%)]	Train Loss: 1.222293	Val Loss: 1.517753	Val Acc: 50.900001525878906
Train Epoch: 5 [38400/49000 (78%)]	Train Loss: 1.379496	Val Loss: 1.517401	Val Acc: 49.20000076293945
Train Epoch: 5 [40960/49000 (83%)]	Train Loss: 1.417620	Val Loss: 1.492661	Val Acc: 50.79999923706055
Train Epoch: 5 [43520/49000 (89%)]	Train Loss: 1.408366	Val Loss: 1.513091	Val Acc: 50.5
Train Epoch: 5 [46080/49000 (94%)]	Train Loss: 1.343779	Val Loss: 1.535718	Val Acc: 49.79999923706055
Train Epoch: 5 [48640/49000 (99%)]	Train Loss: 1.413465	Val Loss: 1.510038	Val Acc: 50.0
Train Epoch: 6 [0/49000 (0%)]	Train Loss: 1.391454	Val Loss: 1.499044	Val Acc: 50.20000076293945
Train Epoch: 6 [2560/49000 (5%)]	Train Loss: 1.120264	Val Loss: 1.509061	Val Acc: 49.900001525878906
Train Epoch: 6 [5120/49000 (10%)]	Train Loss: 1.162879	Val Loss: 1.535342	Val Acc: 48.400001525878906
Train Epoch: 6 [7680/49000 (16%)]	Train Loss: 1.156365	Val Loss: 1.569842	Val Acc: 49.20000076293945
Train Epoch: 6 [10240/49000 (21%)]	Train Loss: 1.254715	Val Loss: 1.515096	Val Acc: 49.599998474121094
Train Epoch: 6 [12800/49000 (26%)]	Train Loss: 1.309339	Val Loss: 1.503451	Val Acc: 49.900001525878906
Train Epoch: 6 [15360/49000 (31%)]	Train Loss: 1.090844	Val Loss: 1.477953	Val Acc: 51.400001525878906
Train Epoch: 6 [17920/49000 (36%)]	Train Loss: 1.096891	Val Loss: 1.515241	Val Acc: 49.900001525878906
Train Epoch: 6 [20480/49000 (42%)]	Train Loss: 1.208965	Val Loss: 1.493215	Val Acc: 50.0
Train Epoch: 6 [23040/49000 (47%)]	Train Loss: 1.251015	Val Loss: 1.534442	Val Acc: 48.5
Train Epoch: 6 [25600/49000 (52%)]	Train Loss: 1.210658	Val Loss: 1.503121	Val Acc: 51.0
Train Epoch: 6 [28160/49000 (57%)]	Train Loss: 1.132779	Val Loss: 1.484549	Val Acc: 50.900001525878906
